 x coord, y coord, z coord, phi
   1.99999996E-02 ,   1.99999996E-02 ,   0.00000000     ,   4.00000048E-04
   1.99999996E-02 ,   5.99999987E-02 ,   0.00000000     ,   1.20000239E-03
   1.99999996E-02 ,   9.99999940E-02 ,   0.00000000     ,   1.99999893E-03
   1.99999996E-02 ,  0.140000001     ,   0.00000000     ,   2.79999967E-03
   1.99999996E-02 ,  0.179999992     ,   0.00000000     ,   3.59999947E-03
   1.99999996E-02 ,  0.219999984     ,   0.00000000     ,   4.40000044E-03
   1.99999996E-02 ,  0.259999990     ,   0.00000000     ,   5.19999675E-03
   1.99999996E-02 ,  0.300000012     ,   0.00000000     ,   5.99999959E-03
   1.99999996E-02 ,  0.340000004     ,   0.00000000     ,   6.79999962E-03
   1.99999996E-02 ,  0.379999995     ,   0.00000000     ,   7.59999780E-03
   1.99999996E-02 ,  0.419999987     ,   0.00000000     ,   8.39999691E-03
   1.99999996E-02 ,  0.460000008     ,   0.00000000     ,   9.19999648E-03
   1.99999996E-02 ,  0.500000000     ,   0.00000000     ,   9.99999326E-03
   1.99999996E-02 ,  0.539999962     ,   0.00000000     ,   1.08000021E-02
   1.99999996E-02 ,  0.579999983     ,   0.00000000     ,   1.15999952E-02
   1.99999996E-02 ,  0.619999945     ,   0.00000000     ,   1.23999938E-02
   1.99999996E-02 ,  0.659999967     ,   0.00000000     ,   1.31999990E-02
   1.99999996E-02 ,  0.699999988     ,   0.00000000     ,   1.39999967E-02
   1.99999996E-02 ,  0.739999950     ,   0.00000000     ,   1.47999991E-02
   1.99999996E-02 ,  0.779999971     ,   0.00000000     ,   1.56000080E-02
   1.99999996E-02 ,  0.819999933     ,   0.00000000     ,   1.64000001E-02
   1.99999996E-02 ,  0.859999955     ,   0.00000000     ,   1.72000080E-02
   1.99999996E-02 ,  0.899999976     ,   0.00000000     ,   1.80000030E-02
   1.99999996E-02 ,  0.939999938     ,   0.00000000     ,   1.87999997E-02
   1.99999996E-02 ,  0.979999959     ,   0.00000000     ,   1.95999928E-02
   5.99999987E-02 ,   1.99999996E-02 ,   0.00000000     ,   1.20000262E-03
   5.99999987E-02 ,   5.99999987E-02 ,   0.00000000     ,   3.60000040E-03
   5.99999987E-02 ,   9.99999940E-02 ,   0.00000000     ,   6.00000052E-03
   5.99999987E-02 ,  0.140000001     ,   0.00000000     ,   8.39999877E-03
   5.99999987E-02 ,  0.179999992     ,   0.00000000     ,   1.07999975E-02
   5.99999987E-02 ,  0.219999984     ,   0.00000000     ,   1.31999971E-02
   5.99999987E-02 ,  0.259999990     ,   0.00000000     ,   1.55999959E-02
   5.99999987E-02 ,  0.300000012     ,   0.00000000     ,   1.79999992E-02
   5.99999987E-02 ,  0.340000004     ,   0.00000000     ,   2.03999951E-02
   5.99999987E-02 ,  0.379999995     ,   0.00000000     ,   2.27999929E-02
   5.99999987E-02 ,  0.419999987     ,   0.00000000     ,   2.51999870E-02
   5.99999987E-02 ,  0.460000008     ,   0.00000000     ,   2.75999885E-02
   5.99999987E-02 ,  0.500000000     ,   0.00000000     ,   3.00000049E-02
   5.99999987E-02 ,  0.539999962     ,   0.00000000     ,   3.23999934E-02
   5.99999987E-02 ,  0.579999983     ,   0.00000000     ,   3.47999930E-02
   5.99999987E-02 ,  0.619999945     ,   0.00000000     ,   3.71999852E-02
   5.99999987E-02 ,  0.659999967     ,   0.00000000     ,   3.96000110E-02
   5.99999987E-02 ,  0.699999988     ,   0.00000000     ,   4.20000143E-02
   5.99999987E-02 ,  0.739999950     ,   0.00000000     ,   4.44000214E-02
   5.99999987E-02 ,  0.779999971     ,   0.00000000     ,   4.68000174E-02
   5.99999987E-02 ,  0.819999933     ,   0.00000000     ,   4.92000207E-02
   5.99999987E-02 ,  0.859999955     ,   0.00000000     ,   5.16000018E-02
   5.99999987E-02 ,  0.899999976     ,   0.00000000     ,   5.39999902E-02
   5.99999987E-02 ,  0.939999938     ,   0.00000000     ,   5.63999899E-02
   5.99999987E-02 ,  0.979999959     ,   0.00000000     ,   5.87999932E-02
   9.99999940E-02 ,   1.99999996E-02 ,   0.00000000     ,   1.99999986E-03
   9.99999940E-02 ,   5.99999987E-02 ,   0.00000000     ,   6.00000098E-03
   9.99999940E-02 ,   9.99999940E-02 ,   0.00000000     ,   9.99999885E-03
   9.99999940E-02 ,  0.140000001     ,   0.00000000     ,   1.39999976E-02
   9.99999940E-02 ,  0.179999992     ,   0.00000000     ,   1.79999992E-02
   9.99999940E-02 ,  0.219999984     ,   0.00000000     ,   2.19999924E-02
   9.99999940E-02 ,  0.259999990     ,   0.00000000     ,   2.59999968E-02
   9.99999940E-02 ,  0.300000012     ,   0.00000000     ,   2.99999919E-02
   9.99999940E-02 ,  0.340000004     ,   0.00000000     ,   3.39999869E-02
   9.99999940E-02 ,  0.379999995     ,   0.00000000     ,   3.79999839E-02
   9.99999940E-02 ,  0.419999987     ,   0.00000000     ,   4.19999957E-02
   9.99999940E-02 ,  0.460000008     ,   0.00000000     ,   4.60000001E-02
   9.99999940E-02 ,  0.500000000     ,   0.00000000     ,   4.99999970E-02
   9.99999940E-02 ,  0.539999962     ,   0.00000000     ,   5.39999940E-02
   9.99999940E-02 ,  0.579999983     ,   0.00000000     ,   5.80000021E-02
   9.99999940E-02 ,  0.619999945     ,   0.00000000     ,   6.20000139E-02
   9.99999940E-02 ,  0.659999967     ,   0.00000000     ,   6.59999996E-02
   9.99999940E-02 ,  0.699999988     ,   0.00000000     ,   7.00000003E-02
   9.99999940E-02 ,  0.739999950     ,   0.00000000     ,   7.40000010E-02
   9.99999940E-02 ,  0.779999971     ,   0.00000000     ,   7.80000240E-02
   9.99999940E-02 ,  0.819999933     ,   0.00000000     ,   8.20000097E-02
   9.99999940E-02 ,  0.859999955     ,   0.00000000     ,   8.60000178E-02
   9.99999940E-02 ,  0.899999976     ,   0.00000000     ,   9.00000110E-02
   9.99999940E-02 ,  0.939999938     ,   0.00000000     ,   9.39999819E-02
   9.99999940E-02 ,  0.979999959     ,   0.00000000     ,   9.79999900E-02
  0.140000001     ,   1.99999996E-02 ,   0.00000000     ,   2.80000037E-03
  0.140000001     ,   5.99999987E-02 ,   0.00000000     ,   8.39999504E-03
  0.140000001     ,   9.99999940E-02 ,   0.00000000     ,   1.39999995E-02
  0.140000001     ,  0.140000001     ,   0.00000000     ,   1.95999946E-02
  0.140000001     ,  0.179999992     ,   0.00000000     ,   2.51999889E-02
  0.140000001     ,  0.219999984     ,   0.00000000     ,   3.07999961E-02
  0.140000001     ,  0.259999990     ,   0.00000000     ,   3.63999940E-02
  0.140000001     ,  0.300000012     ,   0.00000000     ,   4.19999957E-02
  0.140000001     ,  0.340000004     ,   0.00000000     ,   4.75999899E-02
  0.140000001     ,  0.379999995     ,   0.00000000     ,   5.31999879E-02
  0.140000001     ,  0.419999987     ,   0.00000000     ,   5.87999895E-02
  0.140000001     ,  0.460000008     ,   0.00000000     ,   6.43999949E-02
  0.140000001     ,  0.500000000     ,   0.00000000     ,   7.00000077E-02
  0.140000001     ,  0.539999962     ,   0.00000000     ,   7.55999908E-02
  0.140000001     ,  0.579999983     ,   0.00000000     ,   8.11999962E-02
  0.140000001     ,  0.619999945     ,   0.00000000     ,   8.67999941E-02
  0.140000001     ,  0.659999967     ,   0.00000000     ,   9.24000069E-02
  0.140000001     ,  0.699999988     ,   0.00000000     ,   9.79999825E-02
  0.140000001     ,  0.739999950     ,   0.00000000     ,  0.103600010    
  0.140000001     ,  0.779999971     ,   0.00000000     ,  0.109199993    
  0.140000001     ,  0.819999933     ,   0.00000000     ,  0.114800014    
  0.140000001     ,  0.859999955     ,   0.00000000     ,  0.120399997    
  0.140000001     ,  0.899999976     ,   0.00000000     ,  0.125999972    
  0.140000001     ,  0.939999938     ,   0.00000000     ,  0.131599978    
  0.140000001     ,  0.979999959     ,   0.00000000     ,  0.137199998    
  0.179999992     ,   1.99999996E-02 ,   0.00000000     ,   3.59999831E-03
  0.179999992     ,   5.99999987E-02 ,   0.00000000     ,   1.07999993E-02
  0.179999992     ,   9.99999940E-02 ,   0.00000000     ,   1.79999955E-02
  0.179999992     ,  0.140000001     ,   0.00000000     ,   2.51999926E-02
  0.179999992     ,  0.179999992     ,   0.00000000     ,   3.23999971E-02
  0.179999992     ,  0.219999984     ,   0.00000000     ,   3.95999886E-02
  0.179999992     ,  0.259999990     ,   0.00000000     ,   4.67999838E-02
  0.179999992     ,  0.300000012     ,   0.00000000     ,   5.39999940E-02
  0.179999992     ,  0.340000004     ,   0.00000000     ,   6.11999854E-02
  0.179999992     ,  0.379999995     ,   0.00000000     ,   6.84000030E-02
  0.179999992     ,  0.419999987     ,   0.00000000     ,   7.55999833E-02
  0.179999992     ,  0.460000008     ,   0.00000000     ,   8.27999786E-02
  0.179999992     ,  0.500000000     ,   0.00000000     ,   8.99999887E-02
  0.179999992     ,  0.539999962     ,   0.00000000     ,   9.72000137E-02
  0.179999992     ,  0.579999983     ,   0.00000000     ,  0.104400016    
  0.179999992     ,  0.619999945     ,   0.00000000     ,  0.111600004    
  0.179999992     ,  0.659999967     ,   0.00000000     ,  0.118800014    
  0.179999992     ,  0.699999988     ,   0.00000000     ,  0.126000032    
  0.179999992     ,  0.739999950     ,   0.00000000     ,  0.133200005    
  0.179999992     ,  0.779999971     ,   0.00000000     ,  0.140400007    
  0.179999992     ,  0.819999933     ,   0.00000000     ,  0.147599995    
  0.179999992     ,  0.859999955     ,   0.00000000     ,  0.154800013    
  0.179999992     ,  0.899999976     ,   0.00000000     ,  0.162000000    
  0.179999992     ,  0.939999938     ,   0.00000000     ,  0.169200003    
  0.179999992     ,  0.979999959     ,   0.00000000     ,  0.176400021    
  0.219999984     ,   1.99999996E-02 ,   0.00000000     ,   4.39999765E-03
  0.219999984     ,   5.99999987E-02 ,   0.00000000     ,   1.31999953E-02
  0.219999984     ,   9.99999940E-02 ,   0.00000000     ,   2.19999906E-02
  0.219999984     ,  0.140000001     ,   0.00000000     ,   3.08000017E-02
  0.219999984     ,  0.179999992     ,   0.00000000     ,   3.95999886E-02
  0.219999984     ,  0.219999984     ,   0.00000000     ,   4.83999811E-02
  0.219999984     ,  0.259999990     ,   0.00000000     ,   5.71999848E-02
  0.219999984     ,  0.300000012     ,   0.00000000     ,   6.59999773E-02
  0.219999984     ,  0.340000004     ,   0.00000000     ,   7.47999772E-02
  0.219999984     ,  0.379999995     ,   0.00000000     ,   8.35999921E-02
  0.219999984     ,  0.419999987     ,   0.00000000     ,   9.23999920E-02
  0.219999984     ,  0.460000008     ,   0.00000000     ,  0.101200007    
  0.219999984     ,  0.500000000     ,   0.00000000     ,  0.110000007    
  0.219999984     ,  0.539999962     ,   0.00000000     ,  0.118799992    
  0.219999984     ,  0.579999983     ,   0.00000000     ,  0.127599984    
  0.219999984     ,  0.619999945     ,   0.00000000     ,  0.136399969    
  0.219999984     ,  0.659999967     ,   0.00000000     ,  0.145199969    
  0.219999984     ,  0.699999988     ,   0.00000000     ,  0.153999984    
  0.219999984     ,  0.739999950     ,   0.00000000     ,  0.162799969    
  0.219999984     ,  0.779999971     ,   0.00000000     ,  0.171599984    
  0.219999984     ,  0.819999933     ,   0.00000000     ,  0.180399969    
  0.219999984     ,  0.859999955     ,   0.00000000     ,  0.189199984    
  0.219999984     ,  0.899999976     ,   0.00000000     ,  0.197999969    
  0.219999984     ,  0.939999938     ,   0.00000000     ,  0.206799954    
  0.219999984     ,  0.979999959     ,   0.00000000     ,  0.215600014    
  0.259999990     ,   1.99999996E-02 ,   0.00000000     ,   5.19999862E-03
  0.259999990     ,   5.99999987E-02 ,   0.00000000     ,   1.55999903E-02
  0.259999990     ,   9.99999940E-02 ,   0.00000000     ,   2.60000061E-02
  0.259999990     ,  0.140000001     ,   0.00000000     ,   3.63999903E-02
  0.259999990     ,  0.179999992     ,   0.00000000     ,   4.67999838E-02
  0.259999990     ,  0.219999984     ,   0.00000000     ,   5.71999885E-02
  0.259999990     ,  0.259999990     ,   0.00000000     ,   6.75999820E-02
  0.259999990     ,  0.300000012     ,   0.00000000     ,   7.79999793E-02
  0.259999990     ,  0.340000004     ,   0.00000000     ,   8.83999839E-02
  0.259999990     ,  0.379999995     ,   0.00000000     ,   9.88000035E-02
  0.259999990     ,  0.419999987     ,   0.00000000     ,  0.109200008    
  0.259999990     ,  0.460000008     ,   0.00000000     ,  0.119599991    
  0.259999990     ,  0.500000000     ,   0.00000000     ,  0.129999995    
  0.259999990     ,  0.539999962     ,   0.00000000     ,  0.140399992    
  0.259999990     ,  0.579999983     ,   0.00000000     ,  0.150799960    
  0.259999990     ,  0.619999945     ,   0.00000000     ,  0.161199957    
  0.259999990     ,  0.659999967     ,   0.00000000     ,  0.171599999    
  0.259999990     ,  0.699999988     ,   0.00000000     ,  0.182000011    
  0.259999990     ,  0.739999950     ,   0.00000000     ,  0.192399964    
  0.259999990     ,  0.779999971     ,   0.00000000     ,  0.202799991    
  0.259999990     ,  0.819999933     ,   0.00000000     ,  0.213199958    
  0.259999990     ,  0.859999955     ,   0.00000000     ,  0.223599970    
  0.259999990     ,  0.899999976     ,   0.00000000     ,  0.233999997    
  0.259999990     ,  0.939999938     ,   0.00000000     ,  0.244400024    
  0.259999990     ,  0.979999959     ,   0.00000000     ,  0.254799932    
  0.300000012     ,   1.99999996E-02 ,   0.00000000     ,   5.99999819E-03
  0.300000012     ,   5.99999987E-02 ,   0.00000000     ,   1.79999992E-02
  0.300000012     ,   9.99999940E-02 ,   0.00000000     ,   3.00000049E-02
  0.300000012     ,  0.140000001     ,   0.00000000     ,   4.19999845E-02
  0.300000012     ,  0.179999992     ,   0.00000000     ,   5.39999902E-02
  0.300000012     ,  0.219999984     ,   0.00000000     ,   6.59999773E-02
  0.300000012     ,  0.259999990     ,   0.00000000     ,   7.79999942E-02
  0.300000012     ,  0.300000012     ,   0.00000000     ,   8.99999961E-02
  0.300000012     ,  0.340000004     ,   0.00000000     ,  0.101999983    
  0.300000012     ,  0.379999995     ,   0.00000000     ,  0.113999985    
  0.300000012     ,  0.419999987     ,   0.00000000     ,  0.125999972    
  0.300000012     ,  0.460000008     ,   0.00000000     ,  0.137999997    
  0.300000012     ,  0.500000000     ,   0.00000000     ,  0.150000021    
  0.300000012     ,  0.539999962     ,   0.00000000     ,  0.161999986    
  0.300000012     ,  0.579999983     ,   0.00000000     ,  0.173999995    
  0.300000012     ,  0.619999945     ,   0.00000000     ,  0.186000004    
  0.300000012     ,  0.659999967     ,   0.00000000     ,  0.197999969    
  0.300000012     ,  0.699999988     ,   0.00000000     ,  0.209999964    
  0.300000012     ,  0.739999950     ,   0.00000000     ,  0.221999988    
  0.300000012     ,  0.779999971     ,   0.00000000     ,  0.234000012    
  0.300000012     ,  0.819999933     ,   0.00000000     ,  0.245999992    
  0.300000012     ,  0.859999955     ,   0.00000000     ,  0.257999957    
  0.300000012     ,  0.899999976     ,   0.00000000     ,  0.269999951    
  0.300000012     ,  0.939999938     ,   0.00000000     ,  0.281999975    
  0.300000012     ,  0.979999959     ,   0.00000000     ,  0.294000000    
  0.340000004     ,   1.99999996E-02 ,   0.00000000     ,   6.79999823E-03
  0.340000004     ,   5.99999987E-02 ,   0.00000000     ,   2.04000063E-02
  0.340000004     ,   9.99999940E-02 ,   0.00000000     ,   3.39999981E-02
  0.340000004     ,  0.140000001     ,   0.00000000     ,   4.75999899E-02
  0.340000004     ,  0.179999992     ,   0.00000000     ,   6.11999929E-02
  0.340000004     ,  0.219999984     ,   0.00000000     ,   7.47999847E-02
  0.340000004     ,  0.259999990     ,   0.00000000     ,   8.83999765E-02
  0.340000004     ,  0.300000012     ,   0.00000000     ,  0.101999983    
  0.340000004     ,  0.340000004     ,   0.00000000     ,  0.115599997    
  0.340000004     ,  0.379999995     ,   0.00000000     ,  0.129200011    
  0.340000004     ,  0.419999987     ,   0.00000000     ,  0.142800003    
  0.340000004     ,  0.460000008     ,   0.00000000     ,  0.156400040    
  0.340000004     ,  0.500000000     ,   0.00000000     ,  0.170000002    
  0.340000004     ,  0.539999962     ,   0.00000000     ,  0.183599994    
  0.340000004     ,  0.579999983     ,   0.00000000     ,  0.197200000    
  0.340000004     ,  0.619999945     ,   0.00000000     ,  0.210800022    
  0.340000004     ,  0.659999967     ,   0.00000000     ,  0.224399999    
  0.340000004     ,  0.699999988     ,   0.00000000     ,  0.238000005    
  0.340000004     ,  0.739999950     ,   0.00000000     ,  0.251600027    
  0.340000004     ,  0.779999971     ,   0.00000000     ,  0.265199989    
  0.340000004     ,  0.819999933     ,   0.00000000     ,  0.278800011    
  0.340000004     ,  0.859999955     ,   0.00000000     ,  0.292400002    
  0.340000004     ,  0.899999976     ,   0.00000000     ,  0.305999875    
  0.340000004     ,  0.939999938     ,   0.00000000     ,  0.319599986    
  0.340000004     ,  0.979999959     ,   0.00000000     ,  0.333199978    
  0.379999995     ,   1.99999996E-02 ,   0.00000000     ,   7.60000059E-03
  0.379999995     ,   5.99999987E-02 ,   0.00000000     ,   2.28000060E-02
  0.379999995     ,   9.99999940E-02 ,   0.00000000     ,   3.79999988E-02
  0.379999995     ,  0.140000001     ,   0.00000000     ,   5.31999953E-02
  0.379999995     ,  0.179999992     ,   0.00000000     ,   6.83999881E-02
  0.379999995     ,  0.219999984     ,   0.00000000     ,   8.35999772E-02
  0.379999995     ,  0.259999990     ,   0.00000000     ,   9.87999961E-02
  0.379999995     ,  0.300000012     ,   0.00000000     ,  0.114000000    
  0.379999995     ,  0.340000004     ,   0.00000000     ,  0.129199997    
  0.379999995     ,  0.379999995     ,   0.00000000     ,  0.144400001    
  0.379999995     ,  0.419999987     ,   0.00000000     ,  0.159600034    
  0.379999995     ,  0.460000008     ,   0.00000000     ,  0.174800053    
  0.379999995     ,  0.500000000     ,   0.00000000     ,  0.189999968    
  0.379999995     ,  0.539999962     ,   0.00000000     ,  0.205200031    
  0.379999995     ,  0.579999983     ,   0.00000000     ,  0.220400006    
  0.379999995     ,  0.619999945     ,   0.00000000     ,  0.235600024    
  0.379999995     ,  0.659999967     ,   0.00000000     ,  0.250800073    
  0.379999995     ,  0.699999988     ,   0.00000000     ,  0.266000032    
  0.379999995     ,  0.739999950     ,   0.00000000     ,  0.281200022    
  0.379999995     ,  0.779999971     ,   0.00000000     ,  0.296400040    
  0.379999995     ,  0.819999933     ,   0.00000000     ,  0.311600029    
  0.379999995     ,  0.859999955     ,   0.00000000     ,  0.326800019    
  0.379999995     ,  0.899999976     ,   0.00000000     ,  0.342000008    
  0.379999995     ,  0.939999938     ,   0.00000000     ,  0.357199937    
  0.379999995     ,  0.979999959     ,   0.00000000     ,  0.372399986    
  0.419999987     ,   1.99999996E-02 ,   0.00000000     ,   8.40000343E-03
  0.419999987     ,   5.99999987E-02 ,   0.00000000     ,   2.51999963E-02
  0.419999987     ,   9.99999940E-02 ,   0.00000000     ,   4.19999808E-02
  0.419999987     ,  0.140000001     ,   0.00000000     ,   5.87999895E-02
  0.419999987     ,  0.179999992     ,   0.00000000     ,   7.55999759E-02
  0.419999987     ,  0.219999984     ,   0.00000000     ,   9.23999995E-02
  0.419999987     ,  0.259999990     ,   0.00000000     ,  0.109199993    
  0.419999987     ,  0.300000012     ,   0.00000000     ,  0.126000002    
  0.419999987     ,  0.340000004     ,   0.00000000     ,  0.142800003    
  0.419999987     ,  0.379999995     ,   0.00000000     ,  0.159600019    
  0.419999987     ,  0.419999987     ,   0.00000000     ,  0.176400006    
  0.419999987     ,  0.460000008     ,   0.00000000     ,  0.193199992    
  0.419999987     ,  0.500000000     ,   0.00000000     ,  0.210000023    
  0.419999987     ,  0.539999962     ,   0.00000000     ,  0.226800010    
  0.419999987     ,  0.579999983     ,   0.00000000     ,  0.243600011    
  0.419999987     ,  0.619999945     ,   0.00000000     ,  0.260399997    
  0.419999987     ,  0.659999967     ,   0.00000000     ,  0.277200013    
  0.419999987     ,  0.699999988     ,   0.00000000     ,  0.294000030    
  0.419999987     ,  0.739999950     ,   0.00000000     ,  0.310799986    
  0.419999987     ,  0.779999971     ,   0.00000000     ,  0.327599972    
  0.419999987     ,  0.819999933     ,   0.00000000     ,  0.344400018    
  0.419999987     ,  0.859999955     ,   0.00000000     ,  0.361200035    
  0.419999987     ,  0.899999976     ,   0.00000000     ,  0.378000051    
  0.419999987     ,  0.939999938     ,   0.00000000     ,  0.394800037    
  0.419999987     ,  0.979999959     ,   0.00000000     ,  0.411599994    
  0.460000008     ,   1.99999996E-02 ,   0.00000000     ,   9.19999462E-03
  0.460000008     ,   5.99999987E-02 ,   0.00000000     ,   2.75999848E-02
  0.460000008     ,   9.99999940E-02 ,   0.00000000     ,   4.59999815E-02
  0.460000008     ,  0.140000001     ,   0.00000000     ,   6.43999949E-02
  0.460000008     ,  0.179999992     ,   0.00000000     ,   8.28000009E-02
  0.460000008     ,  0.219999984     ,   0.00000000     ,  0.101199977    
  0.460000008     ,  0.259999990     ,   0.00000000     ,  0.119600005    
  0.460000008     ,  0.300000012     ,   0.00000000     ,  0.138000026    
  0.460000008     ,  0.340000004     ,   0.00000000     ,  0.156399995    
  0.460000008     ,  0.379999995     ,   0.00000000     ,  0.174800023    
  0.460000008     ,  0.419999987     ,   0.00000000     ,  0.193200007    
  0.460000008     ,  0.460000008     ,   0.00000000     ,  0.211600006    
  0.460000008     ,  0.500000000     ,   0.00000000     ,  0.229999989    
  0.460000008     ,  0.539999962     ,   0.00000000     ,  0.248399988    
  0.460000008     ,  0.579999983     ,   0.00000000     ,  0.266799957    
  0.460000008     ,  0.619999945     ,   0.00000000     ,  0.285200000    
  0.460000008     ,  0.659999967     ,   0.00000000     ,  0.303600043    
  0.460000008     ,  0.699999988     ,   0.00000000     ,  0.322000057    
  0.460000008     ,  0.739999950     ,   0.00000000     ,  0.340399981    
  0.460000008     ,  0.779999971     ,   0.00000000     ,  0.358799934    
  0.460000008     ,  0.819999933     ,   0.00000000     ,  0.377199948    
  0.460000008     ,  0.859999955     ,   0.00000000     ,  0.395600051    
  0.460000008     ,  0.899999976     ,   0.00000000     ,  0.414000094    
  0.460000008     ,  0.939999938     ,   0.00000000     ,  0.432400018    
  0.460000008     ,  0.979999959     ,   0.00000000     ,  0.450799942    
  0.500000000     ,   1.99999996E-02 ,   0.00000000     ,   9.99999885E-03
  0.500000000     ,   5.99999987E-02 ,   0.00000000     ,   2.99999863E-02
  0.500000000     ,   9.99999940E-02 ,   0.00000000     ,   4.99999970E-02
  0.500000000     ,  0.140000001     ,   0.00000000     ,   6.99999928E-02
  0.500000000     ,  0.179999992     ,   0.00000000     ,   8.99999738E-02
  0.500000000     ,  0.219999984     ,   0.00000000     ,  0.109999992    
  0.500000000     ,  0.259999990     ,   0.00000000     ,  0.130000025    
  0.500000000     ,  0.300000012     ,   0.00000000     ,  0.149999991    
  0.500000000     ,  0.340000004     ,   0.00000000     ,  0.169999987    
  0.500000000     ,  0.379999995     ,   0.00000000     ,  0.189999983    
  0.500000000     ,  0.419999987     ,   0.00000000     ,  0.210000008    
  0.500000000     ,  0.460000008     ,   0.00000000     ,  0.229999974    
  0.500000000     ,  0.500000000     ,   0.00000000     ,  0.249999955    
  0.500000000     ,  0.539999962     ,   0.00000000     ,  0.270000041    
  0.500000000     ,  0.579999983     ,   0.00000000     ,  0.290000051    
  0.500000000     ,  0.619999945     ,   0.00000000     ,  0.310000032    
  0.500000000     ,  0.659999967     ,   0.00000000     ,  0.330000043    
  0.500000000     ,  0.699999988     ,   0.00000000     ,  0.350000024    
  0.500000000     ,  0.739999950     ,   0.00000000     ,  0.369999975    
  0.500000000     ,  0.779999971     ,   0.00000000     ,  0.390000015    
  0.500000000     ,  0.819999933     ,   0.00000000     ,  0.410000026    
  0.500000000     ,  0.859999955     ,   0.00000000     ,  0.430000037    
  0.500000000     ,  0.899999976     ,   0.00000000     ,  0.450000018    
  0.500000000     ,  0.939999938     ,   0.00000000     ,  0.469999939    
  0.500000000     ,  0.979999959     ,   0.00000000     ,  0.489999950    
  0.539999962     ,   1.99999996E-02 ,   0.00000000     ,   1.08000003E-02
  0.539999962     ,   5.99999987E-02 ,   0.00000000     ,   3.23999897E-02
  0.539999962     ,   9.99999940E-02 ,   0.00000000     ,   5.39999902E-02
  0.539999962     ,  0.140000001     ,   0.00000000     ,   7.55999908E-02
  0.539999962     ,  0.179999992     ,   0.00000000     ,   9.71999988E-02
  0.539999962     ,  0.219999984     ,   0.00000000     ,  0.118800029    
  0.539999962     ,  0.259999990     ,   0.00000000     ,  0.140400037    
  0.539999962     ,  0.300000012     ,   0.00000000     ,  0.162000030    
  0.539999962     ,  0.340000004     ,   0.00000000     ,  0.183599994    
  0.539999962     ,  0.379999995     ,   0.00000000     ,  0.205199942    
  0.539999962     ,  0.419999987     ,   0.00000000     ,  0.226800010    
  0.539999962     ,  0.460000008     ,   0.00000000     ,  0.248399973    
  0.539999962     ,  0.500000000     ,   0.00000000     ,  0.270000011    
  0.539999962     ,  0.539999962     ,   0.00000000     ,  0.291600019    
  0.539999962     ,  0.579999983     ,   0.00000000     ,  0.313200057    
  0.539999962     ,  0.619999945     ,   0.00000000     ,  0.334800035    
  0.539999962     ,  0.659999967     ,   0.00000000     ,  0.356400102    
  0.539999962     ,  0.699999988     ,   0.00000000     ,  0.378000021    
  0.539999962     ,  0.739999950     ,   0.00000000     ,  0.399599999    
  0.539999962     ,  0.779999971     ,   0.00000000     ,  0.421200007    
  0.539999962     ,  0.819999933     ,   0.00000000     ,  0.442799985    
  0.539999962     ,  0.859999955     ,   0.00000000     ,  0.464400083    
  0.539999962     ,  0.899999976     ,   0.00000000     ,  0.485999972    
  0.539999962     ,  0.939999938     ,   0.00000000     ,  0.507600069    
  0.539999962     ,  0.979999959     ,   0.00000000     ,  0.529200077    
  0.579999983     ,   1.99999996E-02 ,   0.00000000     ,   1.15999952E-02
  0.579999983     ,   5.99999987E-02 ,   0.00000000     ,   3.47999893E-02
  0.579999983     ,   9.99999940E-02 ,   0.00000000     ,   5.79999834E-02
  0.579999983     ,  0.140000001     ,   0.00000000     ,   8.11999887E-02
  0.579999983     ,  0.179999992     ,   0.00000000     ,  0.104400001    
  0.579999983     ,  0.219999984     ,   0.00000000     ,  0.127600029    
  0.579999983     ,  0.259999990     ,   0.00000000     ,  0.150799990    
  0.579999983     ,  0.300000012     ,   0.00000000     ,  0.174000010    
  0.579999983     ,  0.340000004     ,   0.00000000     ,  0.197200000    
  0.579999983     ,  0.379999995     ,   0.00000000     ,  0.220400020    
  0.579999983     ,  0.419999987     ,   0.00000000     ,  0.243600041    
  0.579999983     ,  0.460000008     ,   0.00000000     ,  0.266799957    
  0.579999983     ,  0.500000000     ,   0.00000000     ,  0.289999992    
  0.579999983     ,  0.539999962     ,   0.00000000     ,  0.313199967    
